"","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample","ppm","mzminexp","mzmaxexp","ppmexp"
"CP416",169.017968416173,169.016780968971,169.019512242399,1544.59000000002,1516.64500000002,1572.53599999998,37957.8429913977,35552.7956350179,5262.22216796875,30,1,8.07983155203441,169.014588056805,169.021348775542,39.9999999999792
"CP157",170.045852810685,170.044762987742,170.046703503348,712.20400000002,693.24100000002,746.13700000002,173787.788380731,166671.424853056,6469.39111328125,28,1,5.70585984123,170.042451893629,170.049253727742,39.9999999999738
"CP374",170.993683397976,170.992271009584,170.995293405918,1543.59199999998,1537.60399999998,1563.55300000002,21225.9907938032,20841.4897685238,4283.5439453125,48,1,8.83774264050352,170.990263524308,170.997103271644,39.9999999999047
"CP480",171.000291494713,170.998642228824,171.003452497987,1770.15,1753.18300000002,1818.057,59490.4812810927,58772.0206076993,1875.08361816406,30,1,14.0650905358892,170.996871488883,171.003711500543,39.9999999998424
"CP147",172.025316778618,172.024427020846,172.027579819507,706.215,685.25599999998,729.16999999998,46023.1262271049,43319.3542316545,2805.896484375,20,1,9.16376356727906,172.021876272283,172.028757284954,39.9999999999134
"CP355",174.972848003915,174.968412869648,174.973839660196,1538.60200000002,1532.61400000002,1544.59000000002,90778.7417597665,90767.7637597665,12709.865234375,12709,1,15.5075219085119,174.968412869648,174.976347460875,45.3475571629052
"CP336",176.952099202603,176.951788179287,176.952355222692,1238.18299999998,1209.23899999998,1284.093,2857528.41935967,2807022.86107278,63416.2890625,66,1,1.60225113869936,176.948560160619,176.955638244587,39.999999999876
"CP133",177.090512264762,177.089117424119,177.092430953798,703.221,694.239,722.184,153222.49688991,152997.497419195,17157.4609375,371,1,9.35546923704728,177.086970454517,177.094054075007,39.9999999999984
"CP127",178.093354971768,178.08967366273,178.095434826315,703.221,696.23500000002,714.19999999998,10598.7538865638,10567.8836818612,1217.0234375,54,1,16.1745607668054,178.08967366273,178.096916838868,40.6706703818317
"CP319",178.948002321755,178.94782011022,178.948298073953,1236.18700000002,1214.23000000002,1269.12199999998,1500348.17670003,1471953.44371104,47875.171875,74,1,1.33548217016906,178.944423361709,178.951581281802,39.9999999998932
"CP080",179.058959578171,179.058661300162,179.059223826439,518.58100000002,495.62599999998,540.53800000002,10075610.4329956,10054222.2559473,484434.09375,675,1,1.57078505918615,179.05537839898,179.062540757363,39.9999999999206
"CP305",179.94740494952,179.946455748037,179.948184031766,1238.18299999998,1218.222,1270.12099999998,150834.278071575,147093.349176879,5600.27880859375,38,1,4.80219131359063,179.943806001421,179.951003897619,39.9999999999138
"CP070",180.062260161423,180.061846553087,180.062528445328,518.58100000002,495.62599999998,540.53800000002,723472.38975874,721386.995892455,36121.40234375,305,1,1.89349017459676,180.05865891622,180.065861406627,39.9999999999963
"CP307",180.943675781232,180.943022692424,180.944154313542,1236.18700000002,1217.22400000002,1264.13200000002,424120.031251924,417635.367221637,17562.306640625,68,1,3.12699825974661,180.940056907716,180.947294654747,39.9999999999507
"CP057",181.063619302672,181.062865452742,181.064256982646,518.58100000002,500.616,540.53800000002,149662.823221405,149147.84002695,8290.451171875,134,1,3.84265461290189,181.059998030286,181.067240575058,39.9999999998692
"CP450",184.017660586791,184.016085049531,184.019700837734,1660.365,1648.38799999998,1683.31999999998,34496.2805463501,33687.4947107883,2288.02392578125,25,1,9.82456844743807,184.013980233579,184.021340940002,39.999999999833
"CP154",184.030904217724,184.030555331342,184.031130018724,704.21899999998,686.25400000002,726.17599999998,1897663.13055043,1889829.69962456,120090.5546875,418,1,1.56138824752953,184.027223599639,184.034584835808,39.9999999999037
"CP090",184.075508648992,184.073590765649,184.076942024797,684.258,666.29299999998,694.239,8831.80794186381,8705.57423755157,1287.31652832031,27,1,9.10294686183108,184.071827138819,184.079190159165,39.9999999998632
"CP506",184.979175379605,184.978641343393,184.98009109745,1796.1,1779.13300000002,1827.042,140861.360482974,139031.570404621,5087.57666015625,50,1,3.91869531654754,184.975475796098,184.982874963113,39.9999999998996
"CP140",185.032297205398,185.030638826096,185.033197013476,704.21899999998,694.239,726.17599999998,168737.960916604,167210.21539796,10672.134765625,78,1,6.91281311042409,185.028596559454,185.035997851343,39.9999999999933
"CP114",185.079103958985,185.078672409566,185.080151072565,685.25599999998,666.29299999998,702.22300000002,141585.223311875,141019.981371358,12486.4130859375,176,1,3.99467840323131,185.075402376906,185.082805541064,39.9999999999352
"CP138",186.030551375855,186.028560974521,186.031716889105,704.21899999998,694.239,727.17400000002,84912.7847679514,84209.6246121519,5501.20947265625,66,1,8.48224810610156,186.026830764828,186.034271986883,39.9999999998554
"CP234",186.040879272435,186.040302739578,186.041614055053,818.99500000002,804.024,849.93700000002,299494.67498603,296108.888311953,10566.1240234375,69,1,3.5242670312434,186.03715845485,186.044600090021,39.9999999999705
"CP241",188.941932630845,188.94124328545,188.942449542751,858.91999999998,812.00899999998,930.78,967863.329680247,908249.823373399,15418.7822265625,59,1,3.19213761761257,188.938153792192,188.945711469497,39.9999999998997
"CP443",188.984278421338,188.981293566232,188.984669876565,1542.594,1536.606,1559.56099999998,798749.292155575,792347.544686143,142252.390625,421,1,8.93278097299166,188.98049873577,188.988058106907,39.999999999905
"CP435",189.006387225559,189.004832149409,189.007532486639,1543.59199999998,1537.60399999998,1574.532,548721.481097635,546106.930256138,92943.15625,464,1,7.14350787035102,189.002607097814,189.010167353303,39.9999999999403
"CP400",189.987970285383,189.985138577122,189.98858106186,1542.594,1537.60399999998,1565.55,32404.2614394961,32351.0515868916,6923.404296875,219,1,9.0597439736504,189.984170525977,189.991770044788,40.0000000000128
"CP375",190.010896505946,190.009871457581,190.011987747927,1542.594,1537.60399999998,1547.58499999998,39668.3684604492,39659.3855604492,6977.8671875,6977,1,5.56886574675185,190.007096288016,190.014696723876,39.9999999998638
"CP558",191.022172331531,191.022032126283,191.022413537725,2158.398,2138.43700000002,2176.36300000002,3066149.71565751,3059574.57402821,88528.546875,355,1,0.998343378887017,191.018351888084,191.025992774978,39.9999999999728
"CP556",191.022304932894,191.022115594123,191.02253755462,1780.131,1726.236,1860.97600000002,369570232.642749,369547303.451126,4145740,16652,1,1.10447965038329,191.018484486795,191.026125378992,39.9999999999984
"CP559",191.022337885831,191.022217930303,191.022477858388,1802.088,1795.10200000002,1848.00100000002,168135967.066011,168126862.643303,4086020,16632,1,0.680360443309955,191.018517439074,191.026158332589,39.9999999998293
"CP557",191.022415221398,191.022251903681,191.022571358469,1995.71599999998,1972.75999999998,2037.63400000002,30418647.7534274,30407520.4913684,569220,2268,1,0.836170949688369,191.018594773093,191.026235669702,39.9999999999582
"CP561",192.025737285099,192.025517887159,192.026141205562,1996.71400000002,1975.755,2018.67100000002,1484458.995579,1484182.80567454,39543,746,1,1.62300744655057,192.021896770353,192.029577799845,40.0000000000223
"CP563",192.025744890166,192.025471380925,192.0261793086,1957.78999999998,1939.82200000002,1975.755,1587263.54307204,1587031.2709739,49543.6796875,912,1,1.84331448526327,192.021904375268,192.029585405064,39.9999999998476
"CP560",192.025831065556,192.025574314466,192.026116794307,1779.13300000002,1732.224,1860.97600000002,22446558.5343374,22445811.5429795,255623,4965,1,1.41251788449106,192.021990548935,192.029671582177,39.9999999999839
"CP562",192.025874346119,192.025725283073,192.026009240261,1806.07999999998,1790.11099999998,1845.00700000002,11115909.2477013,11115557.7112369,254283.015625,4871,1,0.739372205502993,192.022033828632,192.029714863606,39.9999999999872
"CP391",192.985900047945,192.98143933099,192.989096045985,1539.6,1530.618,1554.57100000002,28799.8263744251,28623.3474917898,2847.59057617188,56,1,19.8374984731444,192.98143933099,192.989759765946,43.1142117322445
"CP376",193.025256383822,193.021660744597,193.027957109962,1542.594,1538.60200000002,1547.58499999998,8988.57508164552,8980.59019275666,1877.86120605469,1877,1,16.3096930482596,193.021395878695,193.02911688895,39.9999999998492
"CP545",193.026988682859,193.02672227989,193.027332578099,1778.13499999998,1745.199,1859.97799999998,5228026.83163638,5190179.22919003,62884.56640625,152,1,1.58086237683215,193.023128143086,193.030849222633,39.9999999998264
"CP546",193.02699219318,193.02672227989,193.02728443299,1799.094,1792.107,1800.09199999998,521594.473965986,518632.348980361,62884.56640625,152,1,1.45615152946749,193.023131653336,193.030852733024,39.9999999999239
"CP466",193.056298298799,193.056026405487,193.056513547438,706.215,685.25599999998,743.14300000002,1899428.29082674,1890659.48885336,40628.63671875,33,1,1.26165775284836,193.052437172833,193.060159424765,39.9999999999264
"CP523",194.0300764945,194.029019218598,194.031401996534,1780.131,1745.199,1862.97199999998,323368.009947781,313875.103327082,4479.517578125,28,1,6.14022830616625,194.02619589297,194.03395709603,39.9999999999588
"CP459",194.908473957664,194.907885700791,194.908877127968,1582.51600000002,1529.62000000002,1628.427,1062997.29018034,1016880.49920934,21704.078125,24,1,2.54331470795008,194.904575788184,194.912372127143,39.9999999998958
"CP538",194.991440189791,194.991066123132,194.991845562121,360.88900000002,332.943,392.826,919288.014854882,867689.629704682,22512.146484375,75,1,1.99864924530797,194.987540360987,194.995340018595,40.0000000000009
"CP539",194.991499958371,194.990993190652,194.991933278596,309.98800000002,300.00700000002,333.94099999998,512611.787664148,483005.895103757,21291.228515625,71,1,2.41058698624733,194.987600128372,194.99539978837,39.9999999998846
"CP343",199.024446905593,199.022704893932,199.024876502484,1534.60999999998,1529.62000000002,1544.59000000002,16475.0843238528,16444.7370294128,3625.09985351562,93,1,5.45563267706569,199.020466416654,199.028427394531,39.9999999998552
"CP148",199.072528840348,199.071218015872,199.073126625969,704.21899999998,694.239,724.18000000002,310656.258513491,309945.710416859,23773.03515625,290,1,4.79375559355397,199.068547389771,199.076510290924,39.9999999999513
"CP204",200.025773610442,200.024405915365,200.026652742074,815.00299999998,804.024,837.96100000002,87053.8750701269,85417.8898223473,5652.20458984375,46,1,5.61634300605652,200.02177309497,200.029774125914,39.9999999999075
"CP129",200.076045166221,200.073082002559,200.077064306087,704.21899999998,686.25400000002,724.18000000002,28881.059012375,28474.222108435,2173.01733398438,33,1,9.95197482140462,200.072043645318,200.080046687124,39.9999999999132
"CP325",201.027868281375,201.02748457412,201.028358324175,1375.917,1312.03900000002,1472.73100000002,1818314.52157159,1727745.02091628,18376.43359375,55,1,2.17320628711018,201.023847724009,201.031888838741,39.9999999999344
"CP060",201.040829473171,201.039817404546,201.041468456984,518.58100000002,494.628,541.53700000002,99658.8288298648,97555.5683411194,4817.19091796875,41,1,4.10626150537525,201.036808656581,201.04485028976,39.9999999999635
"CP533",203.001827441844,202.999959531634,203.005961755099,1997.712,1979.74699999998,2015.67700000002,32298.8134862158,31969.9854934337,1569.25769042969,30,1,14.7836685522548,202.997767405295,203.005961755099,40.3658918080148
"CP423",205.000275771075,204.99850421,205.003853932219,1544.59000000002,1538.60200000002,1569.54199999998,36527.9301115389,35060.6298965134,4564.439453125,33,1,13.0480854195104,204.996175765559,205.00437577659,39.9999999999021
"CP145",206.01297659549,206.012074348692,206.013974156831,706.215,693.24100000002,730.16899999998,111050.494260332,109005.221986138,5320.90625,35,1,4.61089434870042,206.008856335958,206.017096855022,39.9999999999252
"CP226",208.023010536012,208.022170867382,208.024090556079,826.98,804.024,862.91200000002,105889.92485308,103746.07163763,3583.8818359375,33,1,4.61412584212528,208.018850075801,208.027170996223,39.9999999999286
"CP339",208.074294891033,208.073609110845,208.074977715153,321.96499999998,300.00700000002,395.82,1053401.03042804,917023.44660588,13738.177734375,23,1,3.2887395064535,208.070133405136,208.078456376931,39.9999999999045
"CP575",208.936744435857,208.936007616185,208.937831625532,1853.98900000002,1825.04599999998,1865.96599999998,72105.0099607586,72064.0899607586,3325.05932617188,3324,1,4.36497982275149,208.932565700968,208.940923170746,39.9999999999435
"CP574",208.936749611651,208.936230669055,208.937375798478,2388.951,2373.97999999998,2398.932,173021.466859356,172995.516779356,8221.6015625,8221,1,2.74037340402901,208.932570876659,208.940928346644,39.999999999905
"CP573",208.936857802334,208.936227764814,208.937431943882,1945.81000000002,1937.826,1963.77799999998,132456.074704524,132429.124550678,5944.220703125,5943,1,2.88168176878408,208.932679065178,208.94103653949,39.9999999999254
"CP572",208.936876128946,208.93613459778,208.937488699032,2352.02299999998,2351.025,2353.02100000002,20390.7953742288,20387.8013742288,7105.8271484375,8468,1,3.24045538721117,208.932697391423,208.941054866468,39.9999999998693
"CP568",208.936888332253,208.936411739743,208.937297104286,2267.18599999998,2234.25,2286.14899999998,347687.510274805,347634.613217113,8292.015625,7855,1,2.11873678814811,208.932709594486,208.941067070019,39.9999999999199
"CP576",208.936910738397,208.936441309237,208.937679320792,2142.429,2128.45699999998,2152.41,153925.440444485,153900.489402818,7395.65087890625,7395,1,2.96264444211743,208.932732000183,208.941089476612,39.9999999999409
"CP571",208.936922321289,208.936296293619,208.937613211954,1985.73499999998,1983.73900000002,2003.7,116422.314663776,116401.355613776,6894.06689453125,7845,1,3.15147346957755,208.932743582843,208.941101059736,39.9999999998769
"CP567",208.936938181192,208.936493898867,208.937815495732,2188.33999999998,2185.34599999998,2190.336,41375.1376036835,41369.1496036835,7539.77685546875,7803,1,3.16266926375593,208.932759442428,208.941116919955,40.0000000000363
"CP570",208.936953278773,208.936019392435,208.937733827587,1917.86500000002,1898.90200000002,1934.832,170740.268386407,170703.340330851,6231.86083984375,6231,1,4.10275713505755,208.932774539708,208.941132017839,39.999999999906
"CP566",208.936982263189,208.935861129081,208.937801123137,2087.53587499998,2057.595,2128.45699999998,446241.261694964,446169.401638626,7771.3115234375,7706,1,4.64253392352872,208.932803523544,208.941161002834,39.9999999999144
"CP564",208.937025835338,208.936267207281,208.938025533936,1876.94500000002,1865.96599999998,1894.90999999998,111736.53906304,111706.596994074,4797.59326171875,4764,1,4.20779095497011,208.932847094821,208.941204575854,40.0000000000031
"CP577",208.937053450005,208.936438997552,208.93747107602,2163.38800000002,2152.41,2164.38700000002,85077.670638691,85064.6955553576,8109.2919921875,8108,1,2.46983110617759,208.932874708936,208.941232191074,39.9999999999774
"CP569",208.937077075606,208.936561038413,208.937888559693,2322.08200000002,2290.14100000002,2324.07799999998,235090.685159692,235055.750012633,7950.63330078125,8468,1,3.17684467126826,208.932898334065,208.941255817148,39.9999999999668
"CP565",208.937085627984,208.936103531335,208.937962905311,2025.657,2004.69799999998,2051.60687500002,284227.296694687,284179.389758516,7711.79296875,7711,1,4.44960254406686,208.932906886271,208.941264369696,39.9999999999122
"CP425",209.023764605738,209.021137550169,209.027829311824,1554.57100000002,1543.59199999998,1565.55,14363.8357698636,14101.6162795662,2010.83898925781,29,1,16.0071790595121,209.019584130446,209.02794508103,39.9999999998819
"CP526",213.003817647774,213.003388544856,213.004476327134,1783.125,1745.199,1848.999,1739140.24826942,1715423.6291492,26157.748046875,86,1,2.55343376032453,212.999557571422,213.008077724127,39.9999999999412
"CP527",213.003874836912,213.003125921687,213.004351597608,1801.09000000002,1790.11099999998,1837.023,805181.001420557,794234.313080444,26157.748046875,86,1,2.87712118369803,212.999614759416,213.008134914409,40.0000000000004
"CP401",215.019609718233,215.01680672364,215.021731618908,1539.6,1531.61599999998,1556.56699999998,59635.5733898945,59386.6293830781,6022.291015625,112,1,11.4522002771902,215.015309326039,215.023910110427,40.0000000000172
"CP161",215.035596538134,215.035354223804,215.035779407584,517.58299999998,492.63199999998,542.535,3832318.09934353,3809539.11813952,138148.59375,541,1,0.9886358052123,215.031295826203,215.039897250064,39.999999999912
"CP420",216.019265045346,216.01661217867,216.021491182446,1545.588,1530.618,1570.54000000002,35643.5309461971,34672.4211917384,5141.92578125,48,1,11.2929830011441,216.014944660045,216.023585430646,39.9999999999397
"CP074",216.039029925918,216.038588683862,216.039903322122,516.58503124998,491.634,542.535,295790.779237005,289793.202476826,11405.48828125,65,1,3.04259434270011,216.03470914532,216.043350706517,40.0000000000062
"CP578",217.005470307267,217.005080233671,217.005864231144,1377.91300000002,1317.02899999998,1468.73800000002,7680980.09722602,7651494.61910018,72415.4921875,299,1,1.8064002531111,217.001130197861,217.009810416673,39.999999999854
"CP580",217.005506060598,217.004782641351,217.006006130989,1782.12700000002,1735.218,1842.01300000002,965907.351061672,945094.1018745,15136.572265625,62,1,2.81902901933359,217.001165950477,217.009846170719,39.9999999999405
"CP581",217.005642106731,217.00543850706,217.005953370013,1421.82700000002,1411.84699999998,1445.77999999998,1892973.08682041,1886228.42202583,61477.31640625,278,1,1.18628932461376,217.001301993889,217.009982219573,39.9999999998212
"CP579",217.005657810407,217.005204778111,217.006007629592,1502.67199999998,1470.735,1549.581,1616540.30091617,1601123.59644368,35603.48046875,135,1,1.84983997303947,217.001317697251,217.009997923564,39.9999999999574
"CP082",217.032910560148,217.032718845861,217.033135259852,517.58299999998,492.63199999998,542.535,1298041.31690674,1287101.45612464,50699.78125,206,1,0.959333748049723,217.028569901937,217.037251218359,40.0000000000238
"CP052",218.036516963298,218.035350264249,218.037866198128,516.58503124998,493.63000000002,542.535,93320.2655787698,91989.8609420094,4318.2314453125,46,1,5.76952410048576,218.032156232959,218.040877693637,39.9999999999238
"CP377",219.016421862277,219.012366680449,219.018993681275,1542.594,1538.60200000002,1547.58499999998,16928.9901521805,16901.9444350127,3153.00634765625,118,1,15.1290044145504,219.01204153384,219.020802190715,39.9999999999119
"CP392",220.012299894129,220.010274372138,220.016477619419,1544.59000000002,1540.59799999998,1549.581,5486.65779209098,5472.84411936409,1289.03039550781,64,1,14.0975011030719,220.007899648131,220.016700140127,39.9999999998981
"CP393",220.991245149,220.99034467657,220.993700464233,1542.594,1537.60399999998,1559.56099999998,41047.7681808307,40958.7612716411,8027.64013671875,124,1,7.59258055841636,220.986825324097,220.995664973903,39.9999999998883
"CP062",221.01551536719,221.014402417596,221.016770535924,516.58503124998,493.63000000002,544.53100000002,74370.5583722014,73383.6887943409,3050.17749023438,41,1,5.35735765909928,221.011095056883,221.019935677498,39.9999999999527
"CP209",222.007689317687,222.005505429671,222.011174644499,821.98900000002,805.02199999998,862.91200000002,56449.3198984127,54658.5808539483,2379.24096679688,24,1,12.7680596228749,222.003249163901,222.012129471473,39.9999999999472
"CP239",223.022718686415,223.022031425166,223.0233482204,859.91800000002,820.99099999998,917.805,634115.672930166,596634.572183367,11405.8447265625,40,1,2.95215492232522,223.018258232041,223.027179140789,39.9999999999963
"CP430",224.023910824752,224.022238103849,224.025605202726,1545.588,1538.60200000002,1580.52,191246.07877925,189822.251640239,29683.166015625,254,1,7.5150435173117,224.019430346535,224.028391302968,39.999999999856
"CP414",225.025467049424,225.023623641884,225.026350922209,1545.588,1539.6,1570.54000000002,28463.6648417405,28364.0284497732,4342.4873046875,98,1,6.0599370376913,225.020966540083,225.029967558765,39.999999999974
"CP411",227.023765676279,227.022149073334,227.024465872308,1544.59000000002,1538.60200000002,1560.55900000002,16524.3724190578,16409.6607961259,3367.97412109375,70,1,5.10254723170107,227.019225200966,227.028306151593,39.9999999999398
"CP496",228.969486827016,228.968039078664,228.971149236478,1781.12899999998,1748.193,1834.02799999998,153408.508763489,150360.008062291,3489.41357421875,29,1,6.79164253903533,228.96490743728,228.974066216753,39.999999999823
"CP418",229.002446092479,228.998621938277,229.003477125177,1546.587,1540.59799999998,1566.54799999998,34184.7089786824,32988.453095217,4471.3916015625,28,1,10.6007315266197,228.997866043557,229.007026141401,40.0000000000224
"CP100",229.096981908617,229.095766115651,229.098833551925,685.25599999998,674.27800000002,694.239,19089.0261199363,19070.0631699363,2211.27758789062,2210,1,6.69462392890397,229.092399968979,229.101563848255,39.99999999987
"CP479",230.986406638586,230.985411174218,230.989833291022,1539.6,1521.63499999998,1558.563,142028.750049486,111726.188271929,14924.6923828125,52,1,9.5722446809754,230.981786910454,230.991026366719,39.9999999999544
"CP478",230.989144806054,230.988390913891,230.989773068478,328.95100000002,300.00700000002,371.86699999998,485159.521465251,426946.617841905,11044.0087890625,38,1,2.99181718600611,230.984525023157,230.99376458895,39.9999999999395
"CP225",231.062450578619,231.062189381944,231.062789689207,816.999,803.02600000002,840.95500000002,874975.654073918,874299.895493285,44753.6328125,660,1,1.29901518302302,231.057829329608,231.067071827631,39.9999999999238
"CP223",231.984753047097,231.982676196679,231.98607546272,829.974,803.02600000002,862.91200000002,110473.872923144,107042.062645008,3498.7373046875,23,1,7.32648589215139,231.980113352036,231.989392742157,39.9999999999027
"CP447",232.013414212814,232.007838632439,232.015567332628,1612.458,1602.477,1631.421,19489.149198966,18862.0920603745,1746.7978515625,21,1,16.6557184108095,232.007838632439,232.018054481098,44.0312845439362
"CP211",232.065458397147,232.064453368501,232.067087335759,816.00100000002,796.03999999998,844.947,76926.2079357185,68357.560984424,4112.61669921875,20,1,5.67505236610836,232.06081708798,232.070099706315,39.9999999998256
"CP337",234.923357894539,234.923137693664,234.923603462756,1235.18899999998,1212.23299999998,1280.10100000002,2279816.9134659,2101287.56041437,49603.55078125,22,1,0.991321374382898,234.918659427381,234.928056361697,40.0000000000275
"CP328",235.923084619698,235.921882601806,235.923829295574,1237.185,1211.235,1284.093,359929.648944491,325893.297336566,8057.42333984375,24,1,4.12569581907642,235.918366158005,235.92780308139,39.9999999998581
"CP162",235.95624793003,235.955710939724,235.957150549996,575.47000000002,518.58100000002,606.40999999998,253904.138027731,184451.420314464,7342.275390625,28,1,3.05058731154402,235.951528805071,235.960967054989,39.9999999998561
"CP329",236.919104742631,236.918798730497,236.919364273566,1235.18899999998,1214.23000000002,1273.11499999998,5172910.71668319,5150249.89613487,142036.046875,234,1,1.19353622865413,236.914366360536,236.923843124726,40.0000000000351
"CP324",237.918618819651,237.918100582776,237.919134377336,1237.185,1217.22400000002,1277.10700000002,757404.64604617,739282.302123948,20363.486328125,58,1,2.17258019726771,237.913860447274,237.923377192027,39.9999999998252
"CP514",238.894377094022,238.89344654174,238.895199817568,1816.06099999998,1805.082,1835.02600000002,207578.450789478,205136.05146437,20127.533203125,132,1,3.6695627774189,238.88959920648,238.899154981564,39.9999999998533
"CP446",238.894860129432,238.892630440692,238.900687212488,1610.46199999998,1601.47900000002,1622.439,61853.7626673511,61833.8007625892,7984.22998046875,7983,1,16.862589241075,238.89008223223,238.900687212488,44.3918310035303
"CP330",238.914953844532,238.914758381022,238.915124064674,1236.18700000002,1214.23000000002,1267.12600000002,4651303.47629098,4647670.78340674,151685.484375,890,1,0.765300886973779,238.910175545455,238.919732143609,39.9999999998708
"CP441",238.981311508523,238.980239808135,238.981882895198,1542.594,1536.606,1563.55300000002,783193.338429061,775879.95095926,150661.375,452,1,3.43768944369618,238.976531882293,238.986091134753,39.9999999999146
"CP071",239.025641053948,239.024501902833,239.026580046797,518.58100000002,491.634,543.53299999998,172683.531588744,167320.65179651,6620.1513671875,37,1,4.34711513684304,239.020860541127,239.030421566769,39.9999999999349
"CP078",239.079984216242,239.079653741341,239.080205940508,518.58100000002,495.62599999998,539.53999999998,1016521.29179766,1013304.69400646,51471.36328125,371,1,1.15484189967503,239.075202616558,239.084765815927,39.9999999998509
"CP313",239.914484468983,239.913875010423,239.915066457324,1237.185,1217.22400000002,1271.11900000002,678253.223499603,671757.52174245,21239.416015625,106,1,2.48306579663333,239.909686179294,239.919282758672,39.9999999998483
"CP402",239.98466179495,239.978816554545,239.987510064403,1542.594,1537.60399999998,1563.55300000002,40704.90726553,40676.2790702077,7486.94677734375,316,1,18.112636433661,239.978816554545,239.989461488186,44.3567249700321
"CP046",240.083399221777,240.082705620149,240.08474803747,518.58100000002,497.622,536.54599999998,99224.1532579808,99075.9758783019,5695.08154296875,177,1,4.25355798788309,240.078597553793,240.088200889761,40.0000000000208
"CP315",240.910995801399,240.910699665928,240.91134548786,1236.18700000002,1218.222,1265.13,1242042.1650439,1237821.19051252,44317.80078125,244,1,1.34037454260784,240.906177581483,240.915814021315,40.0000000000355
"CP031",241.08502111557,241.082734547017,241.087773483973,517.58299999998,495.62599999998,534.55000000002,24244.7118167442,23863.6751835194,1855.234375,33,1,10.4505392596602,241.080199415147,241.089842815992,40.0000000000042
"CP294",241.910482936535,241.909776628164,241.911196120838,1236.18700000002,1220.21800000002,1264.13200000002,169754.676348237,167900.932228527,7537.16943359375,64,1,2.93392137541294,241.905644726876,241.915321146194,39.9999999999854
"CP072",242.054596427022,242.054196129246,242.055053444885,517.58299999998,494.628,540.53800000002,712784.503913407,709843.020594523,32210.28125,215,1,1.77091377523271,242.049755335093,242.05943751895,39.9999999998807
"CP299",242.907503109199,242.906010246495,242.908639914806,1236.18700000002,1221.216,1266.12799999998,153086.467606552,151905.087442969,5863.3291015625,70,1,5.41290054382341,242.902644959137,242.912361259261,39.9999999998214
"CP047",243.057731802441,243.054509831198,243.061273540389,518.58100000002,499.61800000002,549.52099999998,53881.4857597073,53272.1239904294,2505.44970703125,37,1,13.9137914694907,243.052870647805,243.062592957077,39.9999999998615
"CP403",244.014099729554,244.011728199394,244.019667808383,1544.59000000002,1539.6,1573.53400000002,7931.87011957703,7914.60983157959,1414.22216796875,78,1,16.2687504498473,244.00921944756,244.019667808383,42.8186766055617
"CP477",244.988408608665,244.987468019538,244.989091883754,341.92600000002,300.00700000002,392.826,827745.151164995,759136.134459174,15334.55078125,23,1,3.314165404639,244.983508840493,244.993308376837,39.9999999999393
"CP021",245.028152016232,245.024847806956,245.031074871356,518.58100000002,502.61200000002,534.55000000002,28377.5830859069,28115.7923381092,1635.15234375,21,1,12.7068346004235,245.023251453191,245.033052579272,39.9999999999862
"CP326",247.043585101254,247.043255277334,247.043973971702,711.20599999998,687.252,767.09599999998,3758654.57680336,3663005.21152467,59987.6328125,33,1,1.45459022479979,247.038644229552,247.048525972956,39.9999999998318
"CP456",249.028255613204,249.027788300245,249.035604651587,1707.273,1696.29400000002,1727.23399999998,694040.675928098,692539.969437476,66537.75,235,1,15.6937037577424,249.023275048091,249.035604651587,49.510861590317
"CP455",250.032001536765,250.030289397827,250.037086248744,1708.27099999998,1698.291,1727.23399999998,71547.7499854368,71422.0646148157,7371.58154296875,208,1,13.5919619799954,250.027000896734,250.037086248744,40.3362447527576
"CP361",251.005015293588,251.00330977484,251.007178373777,1539.6,1531.61599999998,1545.588,9451.78943421747,9441.80943421746,1611.38720703125,1610,1,7.70621840301286,250.999995193282,251.010035393894,39.9999999998751
"CP453",251.033103927942,251.030858912024,251.037658423598,1707.273,1692.30199999998,1724.23999999998,17118.4497853404,16720.6764045104,1736.32019042969,24,1,13.5430576053908,251.028083265864,251.038124590021,39.9999999998181
"CP122",251.077949107844,251.074381062094,251.081611037684,685.25599999998,663.29899999998,708.21100000002,82282.2592006973,81079.6282698263,6877.0419921875,73,1,14.3978704944211,251.072927548862,251.082970666827,39.999999999836
"CP368",252.966581670337,252.966002074747,252.968710729286,1541.59600000002,1537.60399999998,1546.587,45453.4902043653,45445.5053154764,9457.1416015625,9456,1,5.3537793837462,252.961522338703,252.97164100197,39.9999999999819
"CP180",253.043134956217,253.03901130394,253.044550898896,816.999,806.02099999998,832.971,106899.736166348,106148.519406721,6601.44970703125,26,1,10.9459498992073,253.038074093518,253.048195818916,40.0000000000042
"CP005",253.219643356185,253.217196686255,253.223455281719,461.69200000002,442.72900000002,480.65500000002,42446.88932753,38402.0339104079,4335.79345703125,26,1,12.3580370407077,253.214578963318,253.224707749052,39.9999999999087
"CP582",255.235292467677,255.234884911814,255.235497841786,458.69800000002,439.73500000002,482.65099999998,2049542.13128497,1010439.62714258,90373.6640625,25,1,1.20071555545909,255.230187761828,255.240397173527,39.9999999999572
"CP445",260.876392050529,260.875373366493,260.877413002033,1610.46199999998,1602.477,1617.44800000002,9640.8359317673,9626.86299843395,1679.38854980469,1678,1,3.90919915026598,260.871174522688,260.88160957837,40.0000000000094
"CP497",260.876417747132,260.874999088826,260.878974012547,1816.06099999998,1809.07399999998,1825.04599999998,17540.1844294967,17461.2252334758,1865.53149414062,53,1,7.61840367777382,260.871200218777,260.881635275487,39.9999999999273
